id,timestamp,year,road_section,traffic_period,rate_weather_station_id,rate_weather_time,weather_time_difference_minutes,rate_station_accident_distance_km,weather_station_distance_km,section_length_km,f,fg,temperature_c,vehicle_count,vehicle_group
5494291,2017-10-25 12:16:00,2017,717-01,VHDU,33204.0,2017-10-25 12:20:00,4.0,16.2231171332365,18.335560503406747,13.42,6.87,10.39,6.22,1,1 vehicle
5494372,2017-10-25 14:32:00,2017,45-05,VHDU,1350.0,2017-10-25 14:30:00,2.0,6.125989201474147,5.7473375391917125,6.68,2.23,2.87,8.09,2,2 or more vehicles
5496184,2017-10-27 13:53:00,2017,1-k3,VHDU,2197.0,2017-10-27 13:50:00,3.0,0.5630858869929137,5.350417813137898,11.85,9.92,12.35,8.59,3,2 or more vehicles
5496612,2017-10-28 16:55:00,2017,54-10,VHDU,31931.0,2017-10-28 16:50:00,5.0,6.062851523408477,2.024564862693844,14.07,3.01,6.27,2.33,1,1 vehicle
5496687,2017-10-28 18:47:00,2017,1-r3,VHDU,4406.0,2017-10-28 18:50:00,3.0,6.327446102667503,7.05860661928788,17.560000000000002,5.69,8.36,-1.01,2,2 or more vehicles
5498284,2017-10-31 08:41:00,2017,1-g9,VHDU,31882.0,2017-10-31 08:40:00,1.0,7.757203931430027,6.975496895193262,9.12,1.38,2.06,6.75,1,1 vehicle
5498904,2017-10-31 21:54:00,2017,42-01,VHDU,1473.0,2017-10-31 21:50:00,4.0,6.125271781875436,5.682283768255924,9.71,8.62,10.88,5.89,1,1 vehicle
5499023,2017-11-01 10:00:00,2017,286-01,VHDU,6310.0,2017-11-01 10:00:00,0.0,7.777168028812962,5.122268425342239,9.37,2.81,3.92,0.83,1,1 vehicle
5499592,2017-11-01 21:39:00,2017,308-01,VHDU,36308.0,2017-11-01 21:40:00,1.0,12.463812089202957,12.46819243680131,10.83,3.04,4.02,0.59,1,1 vehicle
5500886,2017-11-03 13:47:00,2017,85-04,VHDU,3696.0,2017-11-03 13:50:00,3.0,3.736869500600477,4.839250240206277,7.15,6.16,10.49,-0.81,1,1 vehicle
5501636,2017-11-04 16:55:00,2017,1-t5,VHDU,4275.0,2017-11-04 16:50:00,5.0,15.723910318148075,4.136612856631306,8.49,13.38,15.76,-8.57,1,1 vehicle
5502963,2017-11-06 11:27:00,2017,1-d8,VHDU,31392.0,2017-11-06 11:30:00,3.0,1.9398992004940292,1.811228203445721,16.61,8.4,13.23,1.35,2,2 or more vehicles
5503681,2017-11-07 10:49:00,2017,92-10,VHDU,34087.0,2017-11-07 10:50:00,1.0,6.139543399050558,6.682100904890704,4.69,3.1,5.98,-0.61,1,1 vehicle
5504668,2017-11-08 15:49:00,2017,1-n0,VHDU,33451.0,2017-11-08 15:50:00,1.0,10.722724718391325,12.39083591009894,9.74,0.1,0.59,0.17,1,1 vehicle
5504704,2017-11-08 19:06:00,2017,821-01,VHDU,3471.0,2017-11-08 19:10:00,4.0,6.2982700568995025,7.64609910465302,5.6899999999999995,7.06,11.01,0.85,1,1 vehicle
5506224,2017-11-10 22:01:00,2017,76-15,VHDU,33654.0,2017-11-10 22:00:00,1.0,6.194171261537152,0.96895568343592,14.08,2.77,6.86,0.36,1,1 vehicle
5506613,2017-11-11 16:12:00,2017,829-02,VHDU,3371.0,2017-11-11 16:10:00,2.0,5.285783127978588,1.9391685769392983,15.74,1.24,1.79,-0.99,1,1 vehicle
5507365,2017-11-13 08:34:00,2017,43-01,VHDU,31364.0,2017-11-13 08:30:00,4.0,2.1603657095475657,3.7630196539385503,13.38,6.34,9.8,4.67,1,1 vehicle
5507414,2017-11-13 10:24:00,2017,1-j2,VHDU,32097.0,2017-11-13 10:20:00,4.0,12.843983572260454,12.851629039775409,9.98,20.04,25.97,-0.48,2,2 or more vehicles
5507848,2017-11-13 18:34:00,2017,1-k9,VHDU,3317.0,2017-11-13 18:30:00,4.0,1.4628281900958546,5.731173545267037,11.4,5.76,11.17,3.05,1,1 vehicle
5507883,2017-11-13 20:17:00,2017,1-q5,VHDU,33480.0,2017-11-13 20:20:00,3.0,13.554218805524226,8.323557642546657,13.83,6.39,9.02,1.89,1,1 vehicle
5507976,2017-11-14 01:42:00,2017,1-f5,VHDU,31579.0,2017-11-14 01:40:00,2.0,0.06547768007118464,1.028741036313794,11.919999999999998,1.84,3.92,1.61,1,1 vehicle
5508303,2017-11-14 13:14:00,2017,1-b6,VHDU,6134.0,2017-11-14 13:10:00,4.0,11.603837247245888,5.751425337701231,12.46,7.49,10.22,2.82,2,2 or more vehicles
5508337,2017-11-14 09:20:00,2017,41-17,VHDU,1350.0,2017-11-14 09:20:00,0.0,6.418511512119297,6.841931195549181,4.66,6.92,9.73,0.66,1,1 vehicle
5508378,2017-11-14 14:47:00,2017,43-01,VHDU,31364.0,2017-11-14 14:50:00,3.0,5.303528627170767,3.7630196539385503,13.38,3.62,8.13,0.27,1,1 vehicle
5509263,2017-11-15 17:33:00,2017,1-a6,VHDU,36270.0,2017-11-15 17:30:00,3.0,0.9733209794520733,4.464514206348191,13.14,0.86,2.65,0.05,2,2 or more vehicles
5510062,2017-11-16 15:39:00,2017,1-b4,VHDU,36049.0,2017-11-16 15:40:00,1.0,6.938584153751273,1.9506434494436529,12.05,0.67,1.76,-0.94,2,2 or more vehicles
5511346,2017-11-18 15:39:00,2017,92-08,VHDU,5981.0,2017-11-18 15:40:00,1.0,0.40849696189719786,0.6829048511055581,1.26,5.71,7.61,0.89,2,2 or more vehicles
5511623,2017-11-19 08:52:00,2017,44-02,VHDU,1350.0,2017-11-19 08:50:00,2.0,3.43209466251276,3.3009710836525894,2.94,2.04,3.33,-2.98,1,1 vehicle
5511845,2017-11-19 17:03:00,2017,54-09,VHDU,1936.0,2017-11-19 17:00:00,3.0,2.5260677132603555,0.5920738112219328,11.25,13.6,19.31,0.01,1,1 vehicle
5512068,2017-11-20 11:00:00,2017,35-01,VHDU,31399.0,2017-11-20 11:00:00,0.0,6.51876069081179,4.900372212107007,8.51,9.85,14.21,-2.43,2,2 or more vehicles
5512662,2017-11-20 16:10:00,2017,1-q3,VHDU,3474.0,2017-11-20 16:10:00,0.0,4.917499652469933,3.9336919245067903,13.42,6.23,8.27,-8.14,2,2 or more vehicles
5513079,2017-11-21 11:46:00,2017,1-s1,VHDU,34326.0,2017-11-21 11:50:00,4.0,6.589567631181832,2.795018837787393,7.88,21.75,26.85,-2.58,2,2 or more vehicles
5514095,2017-11-22 14:21:00,2017,1-s2,VHDU,4830.0,2017-11-22 14:20:00,1.0,9.452645840280148,10.350341163838008,8.67,18.93,22.51,-2.88,2,2 or more vehicles
5514905,2017-11-23 13:07:00,2017,1-h4,VHDU,32097.0,2017-11-23 13:10:00,3.0,6.139251415817673,6.809457005645053,11.45,16.88,21.27,-5.64,8,2 or more vehicles
5515496,2017-11-24 13:59:00,2017,60-09,VHDU,32179.0,2017-11-24 14:00:00,1.0,4.2828160063947465,6.06551570552272,10.98,8.98,13.13,-3.08,1,1 vehicle
5515916,2017-11-25 14:13:00,2017,1-u8,VHDU,35884.0,2017-11-25 14:10:00,3.0,2.375310925757305,2.0838379564469443,7.66,8.73,19.99,1.26,1,1 vehicle
5516436,2017-11-26 13:22:00,2017,41-17,VHDU,1350.0,2017-11-26 13:20:00,2.0,7.312554650544803,6.841931195549181,4.66,10.12,12.18,-1.45,3,2 or more vehicles
5520147,2017-12-02 00:04:00,2017,1-k5,VDU,33204.0,2017-12-02 00:00:00,4.0,2.79263835207007,0.4927782706765492,6.99,11.24,15.88,2.25,1,1 vehicle
5520631,2017-12-02 18:36:00,2017,823-01,VDU,3371.0,2017-12-02 18:40:00,4.0,9.004233845340005,8.716520375746207,2.12,6.0,12.74,5.04,1,1 vehicle
5522047,2017-12-04 19:48:00,2017,1-g9,VDU,31882.0,2017-12-04 19:50:00,2.0,8.432753403668404,6.975496895193262,9.12,1.21,2.25,-0.15,1,1 vehicle
5522747,2017-12-05 14:26:00,2017,503-01,VDU,31572.0,2017-12-05 14:30:00,4.0,2.9833475305300503,2.3989783393278965,3.23,0.0,0.0,0.36,1,1 vehicle
5522828,2017-12-05 21:02:00,2017,43-01,VDU,31364.0,2017-12-05 21:00:00,2.0,9.72811381537996,3.7630196539385503,13.38,2.46,3.72,-4.11,2,2 or more vehicles
5523649,2017-12-06 23:00:00,2017,41-22,VDU,1350.0,2017-12-06 23:00:00,0.0,2.1087068351171006,2.259852353483001,1.88,12.24,16.73,-3.09,2,2 or more vehicles
5525770,2017-12-10 13:16:00,2017,1-g3,VDU,1673.0,2017-12-10 13:20:00,4.0,3.036082470870663,5.382052364477969,11.639999999999995,7.22,13.43,-2.03,2,2 or more vehicles
5526657,2017-12-11 23:23:00,2017,51-02,VDU,31572.0,2017-12-11 23:20:00,3.0,4.122532573383615,5.773738212981441,11.24,13.24,18.72,3.56,1,1 vehicle
5527149,2017-12-12 15:49:00,2017,427-12,VDU,31380.0,2017-12-12 15:50:00,1.0,15.037459379949155,8.344923350684882,14.45,3.08,4.8,2.72,1,1 vehicle
5527862,2017-12-13 15:28:00,2017,1-m3,VDU,33431.0,2017-12-13 15:30:00,2.0,15.130416347749092,13.227469441125152,11.32,8.0,9.51,-0.84,1,1 vehicle
5528590,2017-12-14 20:50:00,2017,75-03,VDU,3433.0,2017-12-14 20:50:00,0.0,5.793213072485523,3.9158378277913126,9.46,3.51,4.63,-1.75,1,1 vehicle
5530445,2017-12-17 20:03:00,2017,253-02,VDU,36122.0,2017-12-17 20:00:00,3.0,8.174071836449606,7.152024966486304,9.31,6.84,9.41,1.88,1,1 vehicle
5531928,2017-12-20 10:18:00,2017,1-g1,VDU,31572.0,2017-12-20 10:20:00,2.0,9.193027155403005,7.416893274742419,10.93,6.44,10.78,1.01,2,2 or more vehicles
5532005,2017-12-20 10:00:00,2017,30-04,VDU,6420.0,2017-12-20 10:00:00,0.0,5.630420626101977,5.359811449264286,11.71,9.99,15.81,-0.41,3,2 or more vehicles
5532166,2017-12-20 15:36:00,2017,1-a4,VDU,6272.0,2017-12-20 15:40:00,4.0,9.564515848453347,4.907967091663654,11.41,5.01,6.43,-0.2,1,1 vehicle
5532274,2017-12-20 19:26:00,2017,1-p4,VDU,3463.0,2017-12-20 19:30:00,4.0,2.744984118102154,6.428645425378839,11.46,12.24,15.78,-0.71,1,1 vehicle
5533160,2017-12-22 07:44:00,2017,41-15,VDU,1473.0,2017-12-22 07:40:00,4.0,1.3795797540877646,2.669518633501688,13.26,7.89,10.45,4.8,2,2 or more vehicles
5533303,2017-12-22 10:16:00,2017,1-a2,VDU,36386.0,2017-12-22 10:20:00,4.0,1.504298274787353,6.384128057059852,11.13,1.65,3.63,3.67,1,1 vehicle
5534321,2017-12-24 14:55:00,2017,1-d6,VDU,31399.0,2017-12-24 14:50:00,5.0,1.3022687103878867,2.8564832758413083,10.51,5.95,7.64,-2.78,2,2 or more vehicles
5534374,2017-12-24 17:08:00,2017,41-15,VDU,1473.0,2017-12-24 17:10:00,2.0,0.38362792486185526,2.669518633501688,13.26,4.31,6.3,-1.77,3,2 or more vehicles
5534425,2017-12-24 23:54:00,2017,41-15,VDU,1473.0,2017-12-24 23:50:00,4.0,3.1150596772086834,2.669518633501688,13.26,6.18,10.06,-0.48,1,1 vehicle
5534520,2017-12-25 05:37:00,2017,1-y6,VDU,5309.0,2017-12-25 05:40:00,3.0,3.089564613530301,6.126595002325329,12.32,9.29,12.9,0.13,1,1 vehicle
5534921,2017-12-26 14:49:00,2017,82-03,VDU,33563.0,2017-12-26 14:50:00,1.0,1.875568040420642,0.3760650112123629,11.33,8.1,11.07,-3.37,1,1 vehicle
5534983,2017-12-26 14:50:00,2017,93-03,VDU,4182.0,2017-12-26 14:50:00,0.0,10.099783381392989,5.336718228238104,14.04,6.12,14.44,-0.11,3,2 or more vehicles
5535439,2017-12-27 11:03:00,2017,1-a6,VDU,36270.0,2017-12-27 11:00:00,3.0,2.324790179461187,4.464514206348191,13.14,4.7,7.55,-4.31,2,2 or more vehicles
5535676,2017-12-27 19:36:00,2017,1-m5,VDU,33431.0,2017-12-27 19:40:00,4.0,6.129554734212904,6.468729395855224,14.15,3.35,4.02,-9.29,1,1 vehicle
5535926,2017-12-28 11:55:00,2017,61-02,VDU,2370.0,2017-12-28 11:50:00,5.0,11.058724409512715,6.922131936043803,14.79,5.73,6.56,-10.59,2,2 or more vehicles
5538519,2018-01-02 08:22:00,2018,1-y8,VDU,35305.0,2018-01-02 08:20:00,2.0,1.6195128831978811,2.0231273161508825,8.75,11.85,26.75,1.38,1,1 vehicle
5539307,2018-01-03 09:35:00,2018,1-f5,VDU,31579.0,2018-01-03 09:30:00,5.0,0.3499455988845267,1.028741036313794,11.919999999999998,1.57,3.53,-2.29,4,2 or more vehicles
5540243,2018-01-04 15:31:00,2018,209-02,VDU,36270.0,2018-01-04 15:30:00,1.0,17.335069271523366,16.784594623647074,5.95,3.49,5.49,-2.13,1,1 vehicle
5541465,2018-01-06 17:31:00,2018,82-01,VDU,3463.0,2018-01-06 17:30:00,1.0,2.606462372954462,2.8505006265868884,10.86,6.4,9.18,-2.22,2,2 or more vehicles
5541886,2018-01-07 11:19:00,2018,1-y5,VDU,35315.0,2018-01-07 11:20:00,1.0,4.945174351959457,1.6088174154424382,8.36,7.64,11.07,0.24,2,2 or more vehicles
5543846,2018-01-10 10:16:00,2018,435-00,VDU,1481.0,2018-01-10 10:20:00,4.0,1.0498849329731652,0.4171045231269972,4.61,6.6,8.23,1.9,1,1 vehicle
5544262,2018-01-11 07:38:00,2018,1-d2,VDU,36308.0,2018-01-11 07:40:00,2.0,3.645074087062327,8.371302373817642,13.7,7.66,11.76,1.46,2,2 or more vehicles
5544432,2018-01-11 09:59:00,2018,1-x5,VDU,5544.0,2018-01-11 10:00:00,1.0,11.02481059245081,12.099625291230964,9.96,2.17,2.44,0.54,1,1 vehicle
5544795,2018-01-11 13:52:00,2018,1-p1,VDU,33357.0,2018-01-11 13:50:00,2.0,1.4915470652863771,2.6900827429345155,10.45,4.06,13.13,1.51,1,1 vehicle
5545881,2018-01-13 14:44:00,2018,1-c2,VDU,6315.0,2018-01-13 14:40:00,4.0,3.6533505192015765,6.674890552366854,7.61,5.2,7.84,0.72,1,1 vehicle
5545931,2018-01-13 16:50:00,2018,429-02,VDU,1350.0,2018-01-13 16:50:00,0.0,5.574593056081206,5.685793567904326,4.32,5.17,6.95,0.92,2,2 or more vehicles
5545964,2018-01-13 19:56:00,2018,39-01,VDU,31387.0,2018-01-13 20:00:00,4.0,0.27472371085437847,1.6348934580675056,15.7,10.88,13.92,0.05,2,2 or more vehicles
5546426,2018-01-14 12:30:00,2018,68-08,VDU,32390.0,2018-01-14 12:30:00,0.0,4.028961218213837,4.230874006445677,7.55,10.51,13.82,-7.58,1,1 vehicle
5546582,2018-01-14 16:13:00,2018,204-01,VDU,6272.0,2018-01-14 16:10:00,3.0,3.319027178163758,5.2154869670125,12.920000000000002,6.52,10.45,-2.92,1,1 vehicle
5547453,2018-01-15 18:25:00,2018,1-k8,VDU,3223.0,2018-01-15 18:20:00,5.0,19.693807255697905,15.384253879331345,11.4,11.09,14.86,-2.32,1,1 vehicle
5547544,2018-01-16 07:46:00,2018,82-01,VDU,3463.0,2018-01-16 07:50:00,4.0,2.7719977686968824,2.8505006265868884,10.86,0.77,1.96,-3.98,2,2 or more vehicles
5548350,2018-01-17 09:21:00,2018,1-e1,VDU,31488.0,2018-01-17 09:20:00,1.0,3.640772693113099,3.522383406880032,9.57,1.06,1.86,-11.4,2,2 or more vehicles
5548520,2018-01-17 13:18:00,2018,93-03,VDU,4182.0,2018-01-17 13:20:00,2.0,4.366131549547549,5.336718228238104,14.04,0.53,1.47,-4.39,1,1 vehicle
5549241,2018-01-18 22:11:00,2018,1-u7,VDU,35884.0,2018-01-18 22:10:00,1.0,5.240370121811127,4.398069252884953,9.67,2.32,5.1,-0.4,1,1 vehicle
5550633,2018-01-21 11:59:00,2018,1-n0,VDU,33451.0,2018-01-21 12:00:00,1.0,8.631230653743717,12.39083591009894,9.74,1.93,4.12,-13.62,1,1 vehicle
5550688,2018-01-21 16:40:00,2018,365-01,VDU,36504.0,2018-01-21 16:40:00,0.0,2.5995530302935577,3.818324764347183,14.36,14.25,18.72,-0.74,1,1 vehicle
5551410,2018-01-22 13:40:00,2018,1-f6,VDU,31577.0,2018-01-22 13:40:00,0.0,0.5681216890433347,0.866726910174939,3.5799999999999996,6.45,18.62,2.51,1,1 vehicle
5551545,2018-01-22 12:59:00,2018,1-b4,VDU,36049.0,2018-01-22 13:00:00,1.0,0.676978412798552,1.9506434494436529,12.05,16.78,29.3,0.33,1,1 vehicle
5553550,2018-01-25 11:00:00,2018,1-d9,VDU,31488.0,2018-01-25 11:00:00,0.0,5.434335833289755,3.4577407582901083,4.7,4.77,6.47,-6.53,1,1 vehicle
5553591,2018-01-25 17:25:00,2018,1-s9,VDU,4271.0,2018-01-25 17:20:00,5.0,18.412016872895435,18.30644535475735,11.49,3.38,8.69,-4.19,1,1 vehicle
5554422,2018-01-26 19:47:00,2018,95-01,VDU,4271.0,2018-01-26 19:50:00,3.0,3.029727256073543,6.919019956377639,10.99,7.46,13.98,4.13,3,2 or more vehicles
5555234,2018-01-25 14:04:00,2018,36-04,VDU,31599.0,2018-01-25 14:00:00,4.0,0.49189001013960904,1.1922106175281395,8.16,5.13,7.64,-4.38,2,2 or more vehicles
5555305,2018-01-28 14:31:00,2018,41-16,VDU,31363.0,2018-01-28 14:30:00,1.0,2.315661579978156,4.6115007826263295,11.62,3.09,3.72,0.17,1,1 vehicle
5555363,2018-01-28 18:05:00,2018,1-b5,VDU,6045.0,2018-01-28 18:00:00,5.0,11.707715587503618,7.297304255791511,14.29,2.41,3.2,0.83,2,2 or more vehicles
5555397,2018-01-28 20:01:00,2018,1-h4,VDU,32097.0,2018-01-28 20:00:00,1.0,6.93945513811626,6.809457005645053,11.45,10.44,11.96,-2.93,3,2 or more vehicles
5555590,2018-01-29 08:05:00,2018,931-09,VDU,34081.0,2018-01-29 08:00:00,5.0,11.995956483822624,11.043890646760392,5.6899999999999995,2.73,9.9,-0.91,1,1 vehicle
5556193,2018-01-29 12:53:00,2018,35-02,VDU,31399.0,2018-01-29 12:50:00,3.0,8.460857564310476,12.28642901367293,7.8,1.61,2.35,-0.99,1,1 vehicle
5556630,2018-01-30 06:43:00,2018,43-01,VDU,31364.0,2018-01-30 06:40:00,3.0,0.15641899320747638,3.7630196539385503,13.38,10.46,14.99,-0.17,1,1 vehicle
5557064,2018-01-30 16:16:00,2018,41-22,VDU,1350.0,2018-01-30 16:20:00,4.0,2.316580832145326,2.259852353483001,1.88,4.0,4.86,-0.62,1,1 vehicle
5557867,2018-01-31 14:10:00,2018,1-b0,VDU,36156.0,2018-01-31 14:10:00,0.0,1.9905554610687222,5.81305271343813,12.09,10.57,13.13,-1.92,1,1 vehicle
5558510,2018-02-01 13:30:00,2018,1-d8,VDU,31392.0,2018-02-01 13:30:00,0.0,4.230050918508372,1.811228203445721,16.61,11.09,13.92,-5.61,3,2 or more vehicles
5558811,2018-02-01 15:47:00,2018,844-01,VDU,33487.0,2018-02-01 15:50:00,3.0,2.2155191566705024,6.966474519237822,11.86,4.36,5.1,-6.01,2,2 or more vehicles
5559500,2018-02-02 17:22:00,2018,1-a8,VDU,36270.0,2018-02-02 17:20:00,2.0,15.7059042108615,16.421669205008133,9.32,1.79,3.53,0.68,1,1 vehicle
5560954,2018-02-05 08:21:00,2018,351-01,VDU,36504.0,2018-02-05 08:20:00,1.0,14.246639416927058,15.161977699896108,9.21,13.94,20.87,-3.4,1,1 vehicle
5561644,2018-02-05 13:40:00,2018,43-01,VDU,31364.0,2018-02-05 13:40:00,0.0,2.5379756103118303,3.7630196539385503,13.38,3.49,8.04,-3.6,1,1 vehicle
5563769,2018-02-07 16:56:00,2018,1-f3,VDU,1479.0,2018-02-07 17:00:00,4.0,0.39139125646319206,1.1330985534714593,4.78,7.8,12.45,-1.12,2,2 or more vehicles
5564337,2018-02-08 09:55:00,2018,54-04,VDU,1868.0,2018-02-08 09:50:00,5.0,12.949761823785897,10.280100279519766,12.28,3.11,3.95,-3.38,2,2 or more vehicles
5564459,2018-02-08 09:14:00,2018,42-02,VDU,1473.0,2018-02-08 09:10:00,4.0,14.197686397606208,13.240070593365528,13.31,4.26,6.82,-1.58,1,1 vehicle
5564834,2018-02-09 08:34:00,2018,41-15,VDU,1473.0,2018-02-09 08:30:00,4.0,5.673231957478449,2.669518633501688,13.26,11.06,13.56,-2.56,1,1 vehicle
5564957,2018-02-08 11:30:00,2018,1-h4,VDU,32097.0,2018-02-08 11:30:00,0.0,5.529867905113977,6.809457005645053,11.45,6.92,8.72,-6.17,1,1 vehicle
5565257,2018-02-09 16:08:00,2018,60-09,VDU,32179.0,2018-02-09 16:10:00,2.0,10.03020209448643,6.06551570552272,10.95,1.17,2.74,-5.51,2,2 or more vehicles
5565623,2018-02-10 14:06:00,2018,1-d8,VDU,31392.0,2018-02-10 14:10:00,4.0,1.6953365658706305,1.811228203445721,16.61,15.86,20.19,-5.38,3,2 or more vehicles
5565671,2018-02-10 17:12:00,2018,1-h2,VDU,31985.0,2018-02-10 17:10:00,2.0,11.094670880771345,8.113869305983009,10.7,13.48,18.42,-5.98,3,2 or more vehicles
5566171,2018-02-11 14:55:00,2018,85-02,VDU,3591.0,2018-02-11 14:50:00,5.0,7.640797091417603,7.360647551082131,12.97,4.86,7.05,-5.54,2,2 or more vehicles
5566198,2018-02-11 14:37:00,2018,41-16,VDU,31363.0,2018-02-11 14:40:00,3.0,1.063708246546013,4.6115007826263295,11.62,19.02,25.09,-3.02,8,2 or more vehicles
5566766,2018-02-12 14:55:00,2018,1-v9,VDU,35769.0,2018-02-12 14:50:00,5.0,7.821637367237794,8.350462002981429,12.96,1.52,2.16,-3.53,1,1 vehicle
5567250,2018-02-13 10:58:00,2018,1-d2,VDU,36308.0,2018-02-13 11:00:00,2.0,5.000338294711584,8.371302373817642,13.7,2.67,3.92,-3.51,1,1 vehicle
5567621,2018-02-13 17:23:00,2018,1-d2,VDU,36308.0,2018-02-13 17:20:00,3.0,13.528119078576866,8.371302373817642,13.7,6.6,7.45,-4.49,3,2 or more vehicles
5568921,2018-02-15 15:05:00,2018,93-03,VDU,4182.0,2018-02-15 15:00:00,5.0,8.869266642042438,5.336718228238104,14.04,2.32,6.56,4.12,2,2 or more vehicles
5569599,2018-02-16 12:45:00,2018,1-f8,VDU,31577.0,2018-02-16 12:40:00,5.0,1.8175722091025084,4.303271038168447,5.76,9.16,13.62,1.2,1,1 vehicle
5570400,2018-02-17 18:36:00,2018,1-f5,VDU,31579.0,2018-02-17 18:40:00,4.0,3.132454893722228,1.028741036313794,11.919999999999998,6.14,8.13,-2.05,1,1 vehicle
5570426,2018-02-17 21:00:00,2018,1-d8,VDU,31392.0,2018-02-17 21:00:00,0.0,3.283546463524135,1.811228203445721,16.61,4.28,5.29,-5.74,2,2 or more vehicles
5570452,2018-02-17 12:16:00,2018,1-y8,VDU,35305.0,2018-02-17 12:20:00,4.0,2.991177862452318,2.0231273161508825,8.75,3.25,4.7,0.28,2,2 or more vehicles
5570872,2018-02-18 12:34:00,2018,56-01,VDU,31948.0,2018-02-18 12:30:00,4.0,3.507773577376874,3.8833227234733703,10.98,3.14,4.8,-3.65,1,1 vehicle
5570993,2018-02-18 14:53:00,2018,1-d8,VDU,31392.0,2018-02-18 14:50:00,3.0,1.3564645654593759,1.811228203445721,16.61,12.39,15.19,-2.87,2,2 or more vehicles
5571838,2018-02-19 16:02:00,2018,54-15,VDU,31942.0,2018-02-19 16:00:00,2.0,4.250428942916646,0.3649829257412452,9.1,21.41,28.32,4.95,1,1 vehicle
5573293,2018-02-21 10:30:00,2018,83-02,VDU,3474.0,2018-02-21 10:30:00,0.0,8.511603135136545,4.255580081063748,5.52,18.87,21.8,-3.66,1,1 vehicle
5573892,2018-02-22 05:32:00,2018,1-v9,VDU,35769.0,2018-02-22 05:30:00,2.0,11.89549898244617,8.350462002981429,12.96,3.87,10.88,7.6,1,1 vehicle
5574364,2018-02-22 11:34:00,2018,1-a7,VDU,36270.0,2018-02-22 11:30:00,4.0,2.259807049643747,7.406305507969019,10.22,5.41,7.84,1.33,1,1 vehicle
5574403,2018-02-22 16:29:00,2018,1-g2,VDU,31572.0,2018-02-22 16:30:00,1.0,10.119881902433244,9.734372846346778,1.1,8.2,14.01,-1.33,2,2 or more vehicles
5574597,2018-02-22 19:50:00,2018,1-g3,VDU,1673.0,2018-02-22 19:50:00,0.0,6.403647287778661,5.382052364477969,11.639999999999995,10.43,13.16,-0.34,1,1 vehicle
5574758,2018-02-23 09:05:00,2018,41-16,VDU,31363.0,2018-02-23 09:00:00,5.0,0.971989335534216,4.6115007826263295,11.62,10.21,17.35,3.38,1,1 vehicle
5576142,2018-02-25 16:05:00,2018,50-02,VDU,1779.0,2018-02-25 16:00:00,5.0,4.994627961175903,4.847820076075346,7.6,16.33,25.51,7.47,1,1 vehicle
5577274,2018-02-26 15:51:00,2018,1-k7,VDU,3223.0,2018-02-26 15:50:00,1.0,16.391684153055245,16.565651898144605,11.68,3.44,9.05,8.22,1,1 vehicle
5581780,2018-03-04 19:48:00,2018,85-02,VDU,3591.0,2018-03-04 19:50:00,2.0,7.316950597310487,7.360647551082131,12.97,9.63,13.3,-3.83,2,2 or more vehicles
5581923,2018-03-05 08:32:00,2018,1-t7,VDU,5975.0,2018-03-05 08:30:00,2.0,4.37469784684844,5.388181282951978,10.5,10.81,14.9,-2.38,2,2 or more vehicles
5582771,2018-03-06 07:48:00,2018,60-23,VDU,32372.0,2018-03-06 07:50:00,2.0,2.000480433581043,1.0080423895503003,12.62,5.25,11.07,-0.98,1,1 vehicle
5584566,2018-03-08 09:43:00,2018,1-t1,VDU,4271.0,2018-03-08 09:40:00,3.0,8.967040028383241,6.49991970936017,11.25,3.58,4.31,-3.28,1,1 vehicle
5584886,2018-03-08 15:33:00,2018,365-01,VDU,36504.0,2018-03-08 15:30:00,3.0,3.036983992654235,3.818324764347183,14.36,4.88,6.76,-1.19,2,2 or more vehicles
5584913,2018-03-08 15:46:00,2018,1-g3,VDU,1673.0,2018-03-08 15:50:00,4.0,9.91622091707406,5.382052364477969,11.639999999999995,5.45,7.45,0.35,2,2 or more vehicles
5585845,2018-03-09 15:40:00,2018,41-13,VDU,31475.0,2018-03-09 15:40:00,0.0,0.2118206012021033,0.6823254174865477,2.51,3.86,5.98,2.97,2,2 or more vehicles
5586377,2018-03-10 11:46:00,2018,41-17,VDU,1350.0,2018-03-10 11:50:00,4.0,8.79311984350091,6.841931195549181,4.66,9.74,12.48,0.34,1,1 vehicle
5586653,2018-03-10 20:25:00,2018,54-02,VDU,1779.0,2018-03-10 20:20:00,5.0,7.327671214052359,11.0845394985849,12.06,3.44,4.86,-5.42,1,1 vehicle
5587012,2018-03-10 13:48:00,2018,92-10,VDU,34087.0,2018-03-10 13:50:00,2.0,7.753097517302431,6.682100904890704,4.69,9.48,13.52,-5.92,2,2 or more vehicles
5587382,2018-03-10 20:33:00,2018,26-07,VDU,6546.0,2018-03-10 20:30:00,3.0,11.309511270267356,17.32368153467973,14.44,9.65,11.69,-10.28,1,1 vehicle
5588173,2018-03-12 17:24:00,2018,54-10,VDU,31931.0,2018-03-12 17:20:00,4.0,0.8584806832581166,2.024564862693844,14.07,6.14,11.07,-2.87,2,2 or more vehicles
5588914,2018-03-11 13:21:00,2018,76-06,VDU,33643.0,2018-03-11 13:20:00,1.0,16.121631456875633,15.895931226517536,8.92,14.57,19.01,-0.8,1,1 vehicle
